onset	duration	Pride	Tackle	Frown	Controlled	Happiness	trial
16	5	50.0	0.0	0.0	88.0	50.5	clip_1
48	8	50.0	0.5	0.0	99.0	58.0	clip_2
68	4	50.5	0.0	100.0	24.5	0.0	clip_3
94	7	50.0	0.0	0.0	100.0	41.0	clip_4
116	4	50.0	69.0	87.5	4.5	4.5	clip_5
165	7	50.0	0.0	58.5	58.5	34.0	clip_6
196	6	50.0	68.0	68.0	39.0	0.0	clip_7
232	10	50.5	30.5	61.0	45.5	9.5	clip_8
285	5	50.0	43.5	88.5	0.0	0.0	clip_9
307	7	50.0	0.0	100.0	0.0	0.0	clip_10
355	10	50.0	0.0	100.0	30.5	0.0	clip_11
384	9	50.0	0.0	97.5	4.0	0.5	clip_12
