onset	duration	Anger	PleasantSelf	Sad	Suddenly	Tears	trial
16	5	0.0	49.5	0.0	0.0	0.0	clip_1
48	8	0.0	46.0	0.0	0.0	0.0	clip_2
68	4	0.0	20.5	0.0	39.0	0.0	clip_3
94	7	0.0	46.0	0.0	49.5	0.0	clip_4
116	4	0.0	36.5	0.0	11.0	0.0	clip_5
165	7	0.0	49.0	1.5	0.0	0.0	clip_6
196	6	0.0	50.0	0.0	20.5	0.0	clip_7
232	10	0.0	46.5	0.0	8.5	0.0	clip_8
285	5	0.0	22.5	0.0	0.0	0.0	clip_9
307	7	0.0	0.0	8.5	64.0	0.0	clip_10
355	10	2.5	0.0	0.0	72.5	0.0	clip_11
384	9	0.0	0.0	0.0	66.5	0.0	clip_12
