onset	duration	Fear	Tackle	Suddenly	Command	Surprise	trial
16	5	77.0	66.0	85.0	50.5	37.5	clip_1
48	8	0.0	0.0	0.0	0.0	0.0	clip_2
68	4	0.0	0.0	0.0	0.0	0.0	clip_3
94	7	0.0	0.0	0.0	0.0	0.0	clip_4
116	4	68.5	66.0	72.0	75.0	75.0	clip_5
165	7	0.5	0.5	0.5	0.5	0.5	clip_6
196	6	73.0	73.0	76.0	76.0	89.5	clip_7
232	10	23.0	32.0	22.0	7.0	8.5	clip_8
285	5	71.0	79.5	79.5	79.5	79.5	clip_9
307	7	91.5	88.5	97.0	97.0	97.0	clip_10
355	10	66.5	69.0	69.0	73.5	73.5	clip_11
384	9	86.5	86.5	86.5	86.5	86.5	clip_12
